;batch_id;name;conc;Count_nuclei_median;distance_q_25;distance_q_75;distance_median
25;CBK290817;Dalcetrapib£¨JTT-705£©;10.0;196.0;0.0;0.0;34.10142607978335
26;CBK278100;PF-431396;10.0;196.8571429;0.0;0.0;34.10145289741067
27;CBK309110;SB 242235;10.0;173.2222222;0.0;0.0;34.101475924277956
28;CBK042054;CYCLOPENTOLATE HYDROCHLORIDE;10.0;192.2222222;0.0;0.0;34.101517560722606
29;CBK200611;Liranaftate;10.0;198.375;0.0;0.0;34.10159373862263
30;CBK200592;TOLTRAZURIL;10.0;179.7142857;0.0;0.0;34.10163974949747
31;CBK308576;PKC-412 (Midostaurin);10.0;200.25;0.0;0.0;34.10172570932707
32;CBK290970;Oprozomib (ONX 0912);10.0;174.0;0.0;0.0;34.10174775033982
33;CBK290079;3,3'-dichlorobenzaldazine;10.0;185.7142857;0.0;0.0;34.101852906123185
34;CBK303889;BAY 87-2243;10.0;191.7777778;0.0;0.0;34.10206410005228
35;CBK041222;pirinixic-acid;10.0;179.7777778;0.0;0.0;34.10215680273236
36;CBK290342;Y-27152;10.0;183.8888889;0.0;0.0;34.10221356704583
37;CBK288338;CCT128930;10.0;230.3333333;0.0;0.0;34.10221432444712
38;CBK293906;NMS-1286937;10.0;189.7142857;0.0;0.0;34.10234927640593
39;CBK290459;BIBX-1382;10.0;184.7777778;0.0;0.0;34.10240229617818
40;CBK040917;FG-7142;10.0;218.0;0.0;0.0;34.10242393951394
41;CBK290116;McN-5652-(+/-);10.0;217.4444444;0.0;0.0;34.10245579607286
42;CBK303967;Erdafitinib;10.0;183.75;0.0;0.0;34.10246706261485
43;CBK278057;KX2-391;10.0;120.8571429;0.0;0.0;34.102513082505595
44;CBK293908;Filgotinib;10.0;195.0;0.0;0.0;34.102535284900334
45;CBK011664;NIFEDIPINE;10.0;192.5555556;0.0;0.0;34.102550819851764
46;CBK277957;Belinostat (PXD101);10.0;199.1111111;0.0;0.0;34.10259220017016
47;CBK308732;LDC1267;10.0;248.3333333;0.0;0.0;34.10260394985167
48;CBK308224;SB-706375;10.0;201.75;0.0;0.0;34.10273738336151
49;CBK290966;Tolcapone;10.0;229.4444444;0.0;0.0;34.10275475448399
50;CBK200793;Dichlorphenamide (Diclofenamide);10.0;194.7777778;0.0;0.0;34.10278978295808
51;CBK011586;Moclobemide (Ro 111163);10.0;207.375;0.0;0.0;34.10282532094129
52;CBK303955;Enasidenib;10.0;199.875;0.0;0.0;34.10282898702397
53;CBK308862;Apilimod;10.0;244.1111111;0.0;0.0;34.10287553670117
54;CBK041559;ERYTHROMYCIN ESTOLATE;10.0;193.125;0.0;0.0;34.10288404449428
55;CBK277978;XL147 analogue;10.0;196.625;0.0;0.0;34.10289615907712
56;CBK309097;Radafaxine (hydrochloride);10.0;176.625;0.0;0.0;34.102905307721954
57;CBK291069;WAY-100635 Maleate;10.0;209.4444444;0.0;0.0;34.10290934224847
58;CBK308430;UF-010;10.0;165.3333333;0.0;0.0;34.10300336656089
59;CBK041218;FR-139317;10.0;224.5555556;0.0;0.0;34.10300523388271
60;CBK290858;ADX-47273;10.0;184.75;0.0;0.0;34.10301339925891
61;CBK041984;HYDROFLUMETHIAZIDE;10.0;184.375;0.0;0.0;34.103013405457766
62;CBK175924;Tetrandrine (Fanchinine);10.0;261.5555556;0.0;0.0;34.10305535080877
63;CBK308804;Gemcitabine (elaidate);10.0;201.1111111;0.0;0.0;34.103055953740714
64;CBK290629;Dioscin (Collettiside III);10.0;187.2222222;0.0;0.0;34.10306494335394
65;CBK290225;PD-198306;10.0;200.1111111;0.0;0.0;34.10308771825012
66;CBK290641;Rheochrysidin (Physcione);10.0;199.7777778;0.0;0.0;34.10309706621806
67;CBK308202;ML-228;10.0;188.5555556;0.0;0.0;34.10311302607686
68;CBK308918;Tipranavir;10.0;203.2222222;0.0;0.0;34.10311822897905
69;CBK309207;Eslicarbazepine (acetate);10.0;207.25;0.0;0.0;34.103121668356586
70;CBK278031;Niraparib;10.0;181.3333333;0.0;0.0;34.103122250726415
71;CBK041944;METOPROLOL TARTRATE;10.0;203.25;0.0;0.0;34.10313262285791
72;CBK309482;AZD3514;10.0;199.6666667;0.0;0.0;34.1031521195876
73;CBK278063;PCI-32765 (Ibrutinib);10.0;239.375;0.0;0.0;34.10316542360818
74;CBK290714;Isoliquiritigenin;10.0;217.3333333;0.0;0.0;34.10321275829761
75;CBK041159;BRL-54443;10.0;161.5555556;0.0;0.0;34.103218242585186
76;CBK261295;scriptaid;10.0;182.6666667;0.0;0.0;34.10323450989779
77;CBK290736;CEFTIOFUR HYDROCHLORIDE;10.0;168.875;0.0;0.0;34.103248640850474
78;CBK290862;Varlitinib;10.0;195.3333333;0.0;0.0;34.10326768958651
79;CBK041857;CLEMASTINE FUMARATE;10.0;209.2222222;0.0;0.0;34.10327582332745
80;CBK307828;IOXILAN;10.0;172.2222222;0.0;0.0;34.1032758669261
81;CBK290169;gavestinel;10.0;225.4444444;0.0;0.0;34.1032860092381
82;CBK278131;Dacomitinib (PF299804, PF-00299804);10.0;190.5555556;0.0;0.0;34.10329946174916
83;CBK290796;HER2 Inhibitor 1;10.0;198.1111111;0.0;0.0;34.10332866519486
84;CBK308351;neuropathiazol;10.0;222.4444444;0.0;0.0;34.10335794680948
85;CBK290553;Ispinesib (SB-715992);10.0;138.3333333;0.0;0.0;34.10337561776805
86;CBK041103;RS-16566;10.0;215.3333333;0.0;0.0;34.10342898394227
87;CBK011623;TORSEMIDE;10.0;219.125;0.0;0.0;34.10343855389441
88;CBK303937;Epacadostat (INCB024360);10.0;194.0;0.0;0.0;34.1034458063757
89;CBK309201;Medroxyprogesterone;10.0;216.4444444;0.0;0.0;34.10345485169141
90;CBK041801;Rapamycin;10.0;217.7777778;0.0;0.0;34.10346588911591
91;CBK288330;Apatinib mesylate;10.0;205.1111111;0.0;0.0;34.10347185820279
92;CBK308311;talampanel;10.0;220.0;0.0;0.0;34.103490009712374
93;CBK308219;TC-I-2000;10.0;205.5555556;0.0;0.0;34.10349920154143
94;CBK041571;XYLAZINE;10.0;215.625;0.0;0.0;34.1035222650961
95;CBK308646;Y-33075 (dihydrochloride);10.0;146.375;0.0;0.0;34.1035225436427
96;CBK308484;Exatecan Mesylate;10.0;162.1111111;0.0;0.0;34.10352591608241
97;CBK308860;Tandospirone;10.0;197.7777778;0.0;0.0;34.10353343707155
98;CBK041678;ENOXACIN;10.0;171.5;0.0;0.0;34.10354927869257
99;CBK277956;AZD8055;10.0;173.3333333;0.0;0.0;34.1035648303449
100;CBK309521;JIB04 (NSC693627);10.0;210.5555556;0.0;0.0;34.10357362481147
101;CBK040835;muscimol;10.0;187.5;0.0;0.0;34.10357874752623
102;CBK023339;CINCHOPHEN;10.0;214.4444444;0.0;0.0;34.10361404360506
103;CBK015675;SULFAMETER;10.0;208.625;0.0;0.0;34.103614189130255
104;CBK290264;EO-1428;10.0;150.7777778;0.0;0.0;34.10362682558786
105;CBK041552;RONIDAZOLE;10.0;191.4444444;0.0;0.0;34.10363186104206
106;CBK309563;Tenofovir Alafenamide (GS-7340);10.0;164.4444444;0.0;0.0;34.103656286842664
107;CBK042148;CHLORHEXIDINE DIHYDROCHLORIDE;10.0;212.125;0.0;0.0;34.10371991105759
108;CBK308525;Tolimidone, MLR 1023;10.0;238.3333333;0.0;0.0;34.103755971355675
109;CBK293861;CNX-2006;10.0;172.6666667;0.0;0.0;34.10378046304049
110;CBK041619;CYCLOHEXIMIDE;10.0;204.375;0.0;0.0;34.10382426033043
111;CBK309679;bupranolol;10.0;209.3333333;0.0;0.0;34.103842613645156
112;CBK290064;ICI-63197;10.0;230.3333333;0.0;0.0;34.10385338675481
113;CBK269123;WIKI4;10.0;204.75;0.0;0.0;34.103856810261696
114;CBK309740;piperazinedione;10.0;223.75;0.0;0.0;34.10389787718419
115;CBK290498;Raltitrexed (Tomudex);10.0;184.6666667;0.0;0.0;34.10392088813114
116;CBK013678;Ibutamoren (Mesylate);10.0;161.7777778;0.0;0.0;34.103924895924564
117;CBK200981;gefitinib;10.0;185.3333333;0.0;0.0;34.10395299887953
118;CBK277965;OSI-027;10.0;208.5555556;0.0;0.0;34.103959093693625
119;CBK307842;TANNIC ACID;10.0;161.375;0.0;0.0;34.10396542168649
120;CBK307873;AMITRAZ;10.0;218.7777778;0.0;0.0;34.10401102869851
121;CBK290860;Torin 1;10.0;193.4444444;0.0;0.0;34.10401178681969
122;CBK290667;Andrographolide;10.0;204.0;0.0;0.0;34.10402466655329
123;CBK289918H;endo-IWR-1;10.0;203.1111111;0.0;0.0;34.10403624706257
124;CBK201028;Etoricoxib;10.0;179.4444444;0.0;0.0;34.10404198405596
125;CBK277932;Foretinib (GSK1363089, XL880);10.0;220.5;0.0;0.0;34.10404903882617
126;CBK200771;amiprilose;10.0;198.2222222;0.0;0.0;34.104056896071235
127;CBK303910;GDC-0623;10.0;200.0;0.0;0.0;34.10405967784852
128;CBK309472;anisotropine methylbromide;10.0;248.6666667;0.0;0.0;34.10407112156391
129;CBK041565;FLUNISOLIDE;10.0;223.75;0.0;0.0;34.104100264362614
130;CBK290251;SN-38;10.0;185.8888889;0.0;0.0;34.104110064403436
131;CBK010491;DIBUCAINE;10.0;229.875;0.0;0.0;34.10411376418707
132;CBK308795;PF-8380;10.0;192.6666667;0.0;0.0;34.104120186433015
133;CBK011656;ACIPIMOX;10.0;195.7777778;0.0;0.0;34.10414058897846
134;CBK307831;BISOCTRIZOLE;10.0;171.3333333;0.0;0.0;34.10414785754182
135;CBK309445;Schisandrin B;10.0;202.625;0.0;0.0;34.10415154470087
136;CBK201274;2'-Deoxycytidine (hydrochloride);10.0;184.5555556;0.0;0.0;34.104152622496535
137;CBK309448;Difluprednate;10.0;182.2222222;0.0;0.0;34.10415529350403
138;CBK041568;TOLPERISONE HYDROCHLORIDE;10.0;184.2222222;0.0;0.0;34.10418450292797
139;CBK012172;ETHENZAMIDE;10.0;198.4285714;0.0;0.0;34.10418785445897
140;CBK290839;"VU 0357121
VU 0357121
VU 0357121";10.0;224.5555556;0.0;0.0;34.1042080751341
141;CBK309525;AZ5104;10.0;201.125;0.0;0.0;34.1042298662236
142;CBK013405;AG-1478 (Tyrphostin AG-1478);10.0;182.3333333;0.0;0.0;34.10423130566619
143;CBK309540;Ascomycin (FK520);10.0;227.7777778;0.0;0.0;34.10423382681871
144;CBK290126;SN-6;10.0;186.5555556;0.0;0.0;34.1042582268748
145;CBK024261;PNU-22394;10.0;194.2222222;0.0;0.0;34.1043008234376
146;CBK290628;Biochanin A (4-Methylgenistein);10.0;228.1111111;0.0;0.0;34.10430916150756
147;CBK019243;piclamilast;10.0;199.0;0.0;0.0;34.104321076990054
148;CBK289756;NSC-3852;10.0;210.5555556;0.0;0.0;34.104322049230404
149;CBK042026;ESTRIOL;10.0;236.1111111;0.0;0.0;34.10432444284348
150;CBK278030;Tivantinib;10.0;197.2222222;0.0;0.0;34.10434189549225
151;CBK201087;NAFCILLIN SODIUM;10.0;230.2222222;0.0;0.0;34.10436493352459
152;CBK290277;SNAP-94847;10.0;214.5714286;0.0;0.0;34.1043785771542
153;CBK308819;TAS-103 (dihydrochloride);10.0;183.3333333;0.0;0.0;34.10438815918182
154;CBK309483;Talazoparib (BMN 673);10.0;205.25;0.0;0.0;34.10442186217038
155;CBK011571;Vigabatrin;10.0;205.2222222;0.0;0.0;34.10443298833831
156;CBK290358;cardiogenol-c;10.0;180.4444444;0.0;0.0;34.104439616784866
157;CBK307987;TCS-PIM-1-1;10.0;194.875;0.0;0.0;34.10444263423449
158;CBK308407;XMD17-109;10.0;163.1111111;0.0;0.0;34.10445866721007
159;CBK308427;Mps-BAY-2a;10.0;232.0;0.0;0.0;34.104469727609995
160;CBK041403;THIORIDAZINE HYDROCHLORIDE;10.0;179.2222222;0.0;0.0;34.10449394358333
161;CBK290750;PF-2545920;10.0;204.0;0.0;0.0;34.10449512939232
162;CBK277911;Plicamycin (Mithramycin);10.0;211.8888889;0.0;0.0;34.104505902133
163;CBK290102;mifobate;10.0;220.875;0.0;0.0;34.10451644032085
164;CBK200713;FELODIPINE;10.0;173.1111111;0.0;0.0;34.104522528508845
165;CBK290457;NSC-23766;10.0;202.0;0.0;0.0;34.10453302118777
166;CBK278083;I-BET151 (GSK1210151A);10.0;187.3333333;0.0;0.0;34.1045338355652
167;CBK040847;4-acetyl-1,1-dimethylpiperazinium;10.0;191.8888889;0.0;0.0;34.104565359737705
168;CBK041962;KETOCONAZOLE;10.0;173.4444444;0.0;0.0;34.10457854890182
169;CBK308794;Clascoterone;10.0;218.4444444;0.0;0.0;34.104586569439775
170;CBK290825;SB-505124;10.0;207.2857143;0.0;0.0;34.10458970227271
171;CBK288323;AZD8931;10.0;203.7777778;0.0;0.0;34.104591153113816
172;CBK277927;Afatinib (dimaleate);10.0;208.8888889;0.0;0.0;34.10459535004135
173;CBK042083;MITOMYCIN;10.0;200.1111111;0.0;0.0;34.10460137093673
174;CBK041380;SULFADIAZINE;10.0;205.8888889;0.0;0.0;34.10460588081779
175;CBK309545;VER-49009;10.0;182.7777778;0.0;0.0;34.10460922509298
176;CBK290831;A-803467;10.0;224.3333333;0.0;0.0;34.10461822960584
177;CBK308982;Ansamitocin P-3;10.0;174.6666667;0.0;0.0;34.104625646634084
178;CBK290745;CHIR-124;10.0;206.7777778;0.0;0.0;34.10463015571471
179;CBK309466;Tamibarotene;10.0;179.5555556;0.0;0.0;34.10464062345922
180;CBK308634;NT157;10.0;217.1111111;0.0;0.0;34.104642708033666
181;CBK290291;GSK-0660;10.0;181.5555556;0.0;0.0;34.1046457162213
182;CBK309570;Halofuginone;10.0;182.6666667;0.0;0.0;34.10465022864034
183;CBK309628;neo-gilurytmal;10.0;169.1111111;0.0;0.0;34.104668804147245
184;CBK308172;VU29;10.0;180.7777778;0.0;0.0;34.10467223585655
185;CBK308610;promestriene;10.0;192.4444444;0.0;0.0;34.104674115524205
186;CBK290759;Clinofibrate;10.0;186.8888889;0.0;0.0;34.10468073437451
187;CBK227165;GSK3787;10.0;208.2222222;0.0;0.0;34.10470732552521
188;CBK041698;MEPHENTERMINE SULFATE;10.0;195.6666667;0.0;0.0;34.10471094863587
189;CBK278128;LY2228820;10.0;197.5555556;0.0;0.0;34.104711721726765
190;CBK290255;Cilastatin Sodium;10.0;193.6666667;0.0;0.0;34.10473207104195
191;CBK200887;METHYLATROPINE NITRATE;10.0;205.5555556;0.0;0.0;34.10474041176447
192;CBK041313;imetit;10.0;174.3333333;0.0;0.0;34.104746025639386
193;CBK309490;KPT-185;10.0;172.4444444;0.0;0.0;34.104752353343315
194;CBK290117;nTZDpa;10.0;202.1428571;0.0;0.0;34.10476213711616
195;CBK293884;CNX-774;10.0;231.6666667;0.0;0.0;34.10476805873429
196;CBK041584;PHTHALYLSULFATHIAZOLE;10.0;186.5;0.0;0.0;34.10476845073441
197;CBK288336;PP-121;10.0;186.8888889;0.0;0.0;34.104796297941455
198;CBK309399;homoveratrylamine;10.0;159.8888889;0.0;0.0;34.104797753479545
199;CBK303963;Tucatinib;10.0;166.1111111;0.0;0.0;34.10481895704224
200;CBK308077;SC-236;10.0;146.125;0.0;0.0;34.10482129021066
201;CBK290837;Romidepsin;10.0;224.5555556;0.0;0.0;34.10483611174467
202;CBK290228;PD-158780;10.0;199.125;0.0;0.0;34.10484098510225
203;CBK201204;toyocamycin;10.0;203.0;0.0;0.0;34.10484375458434
204;CBK041739;PENTOXIFYLLINE;10.0;206.0;0.0;0.0;34.10484925246319
205;CBK308723;E7449;10.0;231.1111111;0.0;0.0;34.104854334067504
206;CBK291062;SITAGLIPTIN PHOSPHATE;10.0;177.5555556;0.0;0.0;34.10486282324859
207;CBK308776;Dubermatinib;10.0;178.7142857;0.0;0.0;34.10487435403387
208;CBK308275;H2L-5765834;10.0;207.0;0.0;0.0;34.10488388687711
209;CBK303896;PTC-209;10.0;175.2222222;0.0;0.0;34.10488552644299
210;CBK041766;anisomycin;10.0;185.375;0.0;0.0;34.104891294242904
211;CBK308952;RGB-286638 (free base);10.0;181.4444444;0.0;0.0;34.104923538170446
212;CBK041353;CP-93129;10.0;203.6666667;0.0;0.0;34.10492362438003
213;CBK067063;JW-55;10.0;204.7777778;0.0;0.0;34.10492423887579
214;CBK041569;TOLFENAMIC ACID;10.0;187.5555556;0.0;0.0;34.104928282704655
215;CBK200967;Bosentan Hydrate;10.0;215.6666667;0.0;0.0;34.10493254053233
216;CBK290785;Geniposidic acid;10.0;192.7777778;0.0;0.0;34.10493559301215
217;CBK309439;Omecamtiv mecarbil (CK-1827452);10.0;239.6666667;0.0;0.0;34.104936648982985
218;CBK290458;BIBU-1361;10.0;174.4444444;0.0;0.0;34.10494259428406
219;CBK041935;METHICILLIN SODIUM;10.0;195.0;0.0;0.0;34.104943054105526
220;CBK290940;Zanamivir (Relenza);10.0;210.8888889;0.0;0.0;34.10494423686813
221;CBK278068;INK 128 (MLN0128);10.0;215.3333333;0.0;0.0;34.10494748913022
222;CBK308869;Cariprazine;10.0;172.0;0.0;0.0;34.10494900707424
223;CBK041600;LEVOFLOXACIN|OFLOXACIN;10.0;207.13888889999998;0.0;0.0;34.10495418308819
224;CBK041023;tiotidine;10.0;180.1111111;0.0;0.0;34.10495432335941
225;CBK290570;MYCOPHENOLATE MOFETIL;10.0;208.25;0.0;0.0;34.104966299534276
226;CBK023189;thiothixene;10.0;216.5555556;0.0;0.0;34.10497230347358
227;CBK308591;perillyl-alcohol;10.0;205.0;0.0;0.0;34.104992241202595
228;CBK290752;R547;10.0;143.125;0.0;0.0;34.104992412376305
229;CBK308051;HKI-357;10.0;211.3333333;0.0;0.0;34.10500238018503
230;CBK308371;T-5601640;10.0;181.3333333;0.0;0.0;34.10500262022438
231;CBK041972;MEPENZOLATE BROMIDE;10.0;191.2222222;0.0;0.0;34.105004757337454
232;CBK277990;Panobinostat;10.0;174.875;0.0;0.0;34.10501249707358
233;CBK308566;Goserelin Acetate;10.0;248.5555556;0.0;0.0;34.10501669353734
234;CBK308670;R-1479|RO-9187;10.0;226.94444445;0.0;0.0;34.10501836917029
235;CBK042020;ERYTHROMYCIN ETHYLSUCCINATE;10.0;209.0;0.0;0.0;34.105028227241505
236;CBK308791;MK-8033;10.0;188.0;0.0;0.0;34.10502992031759
237;CBK290227;IKK-2-inhibitor-V;10.0;205.1111111;0.0;0.0;34.10503040626471
238;CBK303882;RO5126766 (CH5126766);10.0;188.3333333;0.0;0.0;34.105040191191094
239;CBK301248;Bromosporine;10.0;178.6666667;0.0;0.0;34.10505042528862
240;CBK041734;Salinomycin (Procoxacin);10.0;212.625;0.0;0.0;34.10505156436247
241;CBK200593;Topotecan (Hydrochloride);10.0;197.6666667;0.0;0.0;34.1050527060685
242;CBK309007;APY0201;10.0;277.2222222;0.0;0.0;34.105059144719654
243;CBK309539;UNC669;10.0;196.7777778;0.0;0.0;34.105078634853115
244;CBK303895;OTX015;10.0;228.4444444;0.0;0.0;34.10508381397953
245;CBK041435;XYLOMETAZOLINE HYDROCHLORIDE;10.0;244.1111111;0.0;0.0;34.105096009170055
246;CBK308764;CB-5083;10.0;207.2222222;0.0;0.0;34.105096450594765
247;CBK041727;SEMUSTINE;10.0;186.8888889;0.0;0.0;34.105104291507395
248;CBK290854;ML133 HCL;10.0;181.1111111;0.0;0.0;34.10511110859185
249;CBK041149;dexniguldipine|niguldipine-(S)-(+);10.0;179.24305555;0.0;0.0;34.10511257401829
250;CBK278110;UNC0638;10.0;209.2222222;0.0;0.0;34.10511359706381
251;CBK307968;7-Oxo-dehydroepiandrosterone acetate;10.0;211.5555556;0.0;0.0;34.10512087658891
252;CBK309489;SC144;10.0;187.2222222;0.0;0.0;34.10512183112335
253;CBK309401;4-iodo-L-phenylalanine;10.0;223.4444444;0.0;0.0;34.10512415353677
254;CBK291055;ITF2357 (Givinostat);10.0;195.1111111;0.0;0.0;34.10512759546084
255;CBK290153;O-1918;10.0;205.7777778;0.0;0.0;34.1051346592207
256;CBK041639;BETAINE HYDROCHLORIDE;10.0;219.5555556;0.0;0.0;34.105137337737474
257;CBK307859;CHLORALOSE;10.0;220.5555556;0.0;0.0;34.10514250459083
258;CBK308759;EN460;10.0;207.3333333;0.0;0.0;34.10514817280645
259;CBK303867;Resminostat (RAS2410);10.0;195.875;0.0;0.0;34.10514931315011
260;CBK308412;CU-T12-9;10.0;204.0;0.0;0.0;34.105155033551604
261;CBK309432;Sodium orthovanadate;10.0;203.625;0.0;0.0;34.10516024502823
262;CBK041522;PROTOPORPHYRIN IX;10.0;242.2222222;0.0;0.0;34.105163427550224
263;CBK308787;LY2979165;10.0;172.2222222;0.0;0.0;34.10516634255398
264;CBK015674;NAPHAZOLINE HYDROCHLORIDE;10.0;214.875;0.0;0.0;34.10517028656565
265;CBK016289;BENZTHIAZIDE;10.0;213.1111111;0.0;0.0;34.105173542572835
266;CBK041417;TRIMETHOBENZAMIDE HYDROCHLORIDE;10.0;191.6666667;0.0;0.0;34.10517373047227
267;CBK041862;TOBRAMYCIN;10.0;177.5;0.0;0.0;34.10517900657907
268;CBK041091;imiloxan;10.0;191.4444444;0.0;0.0;34.10518076713018
269;CBK041003;AM-580;10.0;174.3333333;0.0;0.0;34.10518536920298
270;CBK016719;CICLOPIROX OLAMINE;10.0;192.0;0.0;0.0;34.10518809745142
271;CBK277827;cordycepin;10.0;209.8888889;0.0;0.0;34.105197561430764
272;CBK201060;fludarabine;10.0;209.5555556;0.0;0.0;34.10520568330425
273;CBK041921;NOVOBIOCIN SODIUM;10.0;192.6666667;0.0;0.0;34.105208430369274
274;CBK278060;TAK-733;10.0;162.8888889;0.0;0.0;34.10523582041247
275;CBK289822;ABC294640;10.0;189.2222222;0.0;0.0;34.105256910158445
276;CBK293419;Linoleoyl GABA;10.0;257.2222222;0.0;0.0;34.105262125259834
277;CBK303886;Selinexor (KPT-330);10.0;155.5714286;0.0;0.0;34.10526405391849
278;CBK290853;NVP-TAE226;10.0;189.2222222;0.0;0.0;34.105264397967666
279;CBK308861;Necrostatin 2;10.0;201.5555556;0.0;0.0;34.105269861701785
280;CBK200613;ITRACONAZOLE HYDROCHLORIDE;10.0;217.0;0.0;0.0;34.10527099721813
281;CBK309667;chlorothymol;10.0;215.6666667;0.0;0.0;34.10527385651061
282;CBK041958;ISOSORBIDE DINITRATE;10.0;196.4444444;0.0;0.0;34.105275675852546
283;CBK041021;8-hydroxy-PIPAT;10.0;198.6666667;0.0;0.0;34.105276322520474
284;CBK308284;CYM-5541;10.0;184.25;0.0;0.0;34.105284297614084
285;CBK308346;FLI-06;10.0;202.6666667;0.0;0.0;34.10529466720804
286;CBK040854;NBQX;10.0;190.7777778;0.0;0.0;34.105297431965354
287;CBK307812;BENZOYL PEROXIDE;10.0;182.0;0.0;0.0;34.10530177615653
288;CBK278081;Dinaciclib (SCH727965);10.0;186.2222222;0.0;0.0;34.10530504723661
289;CBK263583;ST-1859;10.0;202.6666667;0.0;0.0;34.10530618966421
290;CBK041453;PREGNENOLONE;10.0;185.0;0.0;0.0;34.1053065669152
291;CBK308212;SLV-319-(+/-);10.0;191.6666667;0.0;0.0;34.10532082007911
292;CBK308316;SR-3576;10.0;183.1111111;0.0;0.0;34.105324393115765
293;CBK011548;DEXTROMETHORPHAN HYDROBROMIDE;10.0;204.3333333;0.0;0.0;34.105325543624375
294;CBK308580;org-9768;10.0;190.5555556;0.0;0.0;34.105328510992464
295;CBK041205;siguazodan;10.0;169.0;0.0;0.0;34.10534946810403
296;CBK011712;CYCLIZINE;10.0;199.8888889;0.0;0.0;34.105358912573834
297;CBK309036;Tolrestat;10.0;185.2222222;0.0;0.0;34.10536103816388
298;CBK290231;DAPT;10.0;187.5555556;0.0;0.0;34.105362309054804
299;CBK290283;WAY-200070;10.0;205.4444444;0.0;0.0;34.10536560780395
300;CBK041603;ALRESTATIN;10.0;181.8888889;0.0;0.0;34.105377601602974
301;CBK309175;Tapentadol (hydrochloride);10.0;201.3333333;0.0;0.0;34.10538072826678
302;CBK307736;Brilliant Green;10.0;184.7777778;0.0;0.0;34.105391726212254
303;CBK308778;Nampt-IN-1;10.0;217.1111111;0.0;0.0;34.10539378050948
304;CBK290909;Detomidine HCl;10.0;209.3333333;0.0;0.0;34.10540008386166
305;CBK011688P;DIMENHYDRINATE;10.0;217.4444444;0.0;0.0;34.105402017365066
306;CBK308257;SA-47;10.0;209.2222222;0.0;0.0;34.10540330161948
307;CBK290822;AST-1306;10.0;128.8888889;0.0;0.0;34.10540522943871
308;CBK309612;diazepam;10.0;216.5555556;0.0;0.0;34.10540919626324
309;CBK289952;dantrolene;10.0;175.5555556;0.0;0.0;34.10541127039182
310;CBK293899;PF-3758309;10.0;182.0;0.0;0.0;34.105413109373195
311;CBK289906;BML-284;10.0;188.75;0.0;0.0;34.10541697634669
312;CBK042154;EMETINE DIHYDROCHLORIDE;10.0;170.7777778;0.0;0.0;34.105417149575544
313;CBK290182;TMPH;10.0;187.1111111;0.0;0.0;34.10542032279578
314;CBK309524;RVX-208(RVX-000222);10.0;210.8888889;0.0;0.0;34.10542727435094
315;CBK308853;Brivaracetam;10.0;193.1111111;0.0;0.0;34.105427826761186
316;CBK308256;edaglitazone;10.0;217.4444444;0.0;0.0;34.105437580744834
317;CBK309557;Cabotegravir (GSK744, GSK1265744);10.0;199.1111111;0.0;0.0;34.105438783399755
318;CBK303930;AMG319;10.0;203.8888889;0.0;0.0;34.105448385157686
319;CBK290191;lazabemide;10.0;196.6666667;0.0;0.0;34.105452396116206
